SW_score	perc_div	perc_del	perc_ins	query_seq	qpos_begin	qpos_end	q(left)	match	matching_repeat	repeat_class	rpos_begin	rpos_end	r(left)	ID	file	spec	reg_st	reg_en	rep_group
223	31.6	2.2	12.8	Md_NC_077228.1.fa	7085	7222	(42779)	+	MIRc	SINE/MIR	16	140	(128)	11	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
224	36.5	7.1	0.0	Md_NC_077228.1.fa	7219	7344	(42657)	+	L3	LINE/CR1	3962	4096	(3)	12	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
326	27.7	10.8	0.0	Md_NC_077228.1.fa	7428	7557	(42444)	+	MIR	SINE/MIR	89	241	(27)	13	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
463	23.4	7.5	0.0	Md_NC_077228.1.fa	7688	7794	(42207)	C	L2a	LINE/L2	(8)	3418	3304	14	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
257	25.9	8.4	10.6	Md_NC_077228.1.fa	10344	10519	(39482)	C	L2d2	LINE/L2	(1)	3424	3258	15	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
289	39.8	5.3	0.0	Md_NC_077228.1.fa	12648	12818	(37183)	C	L2d2	LINE/L2	(224)	3240	3061	15	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
409	29.7	7.1	0.6	Md_NC_077228.1.fa	13070	13235	(36766)	C	MIR3	SINE/MIR	(21)	187	9	16	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
438	28.5	4.7	9.9	Md_NC_077228.1.fa	14479	14669	(35332)	C	L2c	LINE/L2	(0)	3387	3206	17	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
306	25.3	0.0	0.0	Md_NC_077228.1.fa	14885	14959	(35042)	C	RLTR17B_Mm	LTR/ERVK	(352)	450	376	18	Opossum_foc.fasta.out	Opossum	46753387	47259179	LTR
212	34.8	3.5	3.5	Md_NC_077228.1.fa	15841	15956	(34045)	C	L2	LINE/L2	(2412)	1007	892	19	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
580	31.2	6.4	2.3	Md_NC_077228.1.fa	15955	16203	(33798)	+	MIRc	SINE/MIR	10	268	(0)	20	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
313	33.2	6.8	5.9	Md_NC_077228.1.fa	16385	16618	(33383)	C	L2	LINE/L2	(2851)	568	333	19	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
248	38.5	5.8	2.4	Md_NC_077228.1.fa	16938	17299	(32702)	C	L2c	LINE/L2	(449)	2970	2597	17	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
206	35.4	7.7	4.9	Md_NC_077228.1.fa	17343	17639	(32362)	+	L2a	LINE/L2	808	1112	(2307)	21	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
1326	36.2	10.6	2.4	Md_NC_077228.1.fa	17782	19458	(30543)	+	L2a	LINE/L2	1342	3158	(229)	21	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
983	30.5	6.5	1.3	Md_NC_077228.1.fa	19615	19983	(30018)	+	L3	LINE/CR1	3702	4089	(10)	22	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
333	16.1	2.2	6.8	Md_NC_077228.1.fa	21161	21260	(28741)	+	MIR	SINE/MIR	91	193	(75)	23	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
280	29.4	7.6	1.7	Md_NC_077228.1.fa	21280	21409	(28592)	C	L2a	LINE/L2	(5)	3421	3285	24	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
316	26.9	7.7	0.0	Md_NC_077228.1.fa	21391	21494	(28507)	+	L2a	LINE/L2	3315	3426	(0)	21	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
232	36.8	3.4	1.1	Md_NC_077228.1.fa	21679	21766	(28235)	C	MamRTE1	LINE/RTE-BovB	(1573)	2239	2150	25	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
394	25.5	17.8	0.1	Md_NC_077228.1.fa	22046	22211	(27790)	+	MIRc	SINE/MIR	11	203	(5)	26	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
213	24.1	0.0	1.9	Md_NC_077228.1.fa	23020	23074	(26927)	+	MIR3	SINE/MIR	134	187	(21)	27	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
469	28.7	13.6	0.7	Md_NC_077228.1.fa	29131	29306	(20695)	C	MIR3	SINE/MIR	(3)	205	2	28	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
438	26.8	3.5	2.1	Md_NC_077228.1.fa	29372	29512	(20489)	+	L3	LINE/CR1	2699	2841	(1258)	29	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
521	35.2	17.0	2.0	Md_NC_077228.1.fa	29563	29927	(20074)	C	L3	LINE/CR1	(1168)	2931	2512	30	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
302	23.9	2.7	13.9	Md_NC_077228.1.fa	30105	30229	(19772)	C	MIRc	SINE/MIR	(0)	268	145	31	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
472	21.9	10.0	2.0	Md_NC_077228.1.fa	30530	30669	(19332)	+	Charlie4	DNA/hAT-Charlie	3228	3378	(0)	32	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
277	10.3	0.0	0.0	Md_NC_077228.1.fa	30718	30756	(19245)	C	EutTc1-N2	DNA/TcMar-Tc1	(338)	40	2	33	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
390	18.9	10.1	3.8	Md_NC_077228.1.fa	31245	31343	(18658)	C	Charlie4a	DNA/hAT-Charlie	(1)	507	403	34	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
430	32.7	2.8	0.8	Md_NC_077228.1.fa	32314	32479	(17522)	+	MIR3	SINE/MIR	11	176	(32)	35	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
273	31.4	6.1	7.5	Md_NC_077228.1.fa	33024	33171	(16830)	C	MIRb	SINE/MIR	(119)	149	1	36	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
605	32.4	10.1	1.7	Md_NC_077228.1.fa	33233	33612	(16389)	+	L2d2	LINE/L2	2676	3092	(372)	37	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
332	35.1	0.8	0.0	Md_NC_077228.1.fa	33595	33728	(16273)	+	L2	LINE/L2	2663	2797	(622)	38	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
206	29.1	2.4	7.7	Md_NC_077228.1.fa	33807	33888	(16113)	C	L3b	LINE/CR1	(605)	4627	4550	39	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
443	33.0	11.0	0.0	Md_NC_077228.1.fa	34267	34439	(15562)	C	MIRc	SINE/MIR	(75)	193	2	40	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
427	15.4	1.3	0.0	Md_NC_077228.1.fa	34685	34762	(15239)	C	Charlie4a	DNA/hAT-Charlie	(378)	130	52	34	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
246	38.0	8.0	2.2	Md_NC_077228.1.fa	35348	35522	(14479)	C	Tigger19a	DNA/TcMar-Tigger	(135)	188	4	41	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
248	15.0	0.0	0.0	Md_NC_077228.1.fa	35869	35908	(14093)	+	EutTc1-N2	DNA/TcMar-Tc1	1	40	(338)	42	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
200	28.8	3.0	1.5	Md_NC_077228.1.fa	35955	36021	(13980)	C	MIR3	SINE/MIR	(6)	202	135	43	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
329	21.5	5.0	1.2	Md_NC_077228.1.fa	36461	36540	(13461)	C	Charlie4a	DNA/hAT-Charlie	(419)	89	7	44	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
574	19.3	0.0	3.5	Md_NC_077228.1.fa	37130	37247	(12754)	C	UCON33	DNA/TcMar-Tigger	(0)	320	207	45	Opossum_foc.fasta.out	Opossum	46753387	47259179	"Other
repeat"
495	24.7	12.2	0.1	Md_NC_077228.1.fa	37255	37398	(12603)	+	MIRc	SINE/MIR	2	163	(45)	46	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
337	29.4	0.9	5.5	Md_NC_077228.1.fa	38443	38557	(11444)	C	MIR3	SINE/MIR	(0)	208	99	47	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
255	39.5	0.8	0.8	Md_NC_077228.1.fa	39213	39332	(10669)	C	MIRc	SINE/MIR	(59)	209	90	48	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
594	28.2	2.4	5.9	Md_NC_077228.1.fa	40200	40410	(9591)	C	MIRc	SINE/MIR	(23)	207	2	49	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
280	36.1	18.9	0.0	Md_NC_077228.1.fa	41030	41256	(8745)	C	L2d	LINE/L2	(25)	3400	3131	50	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
953	28.0	2.3	3.3	Md_NC_077228.1.fa	41275	41584	(8417)	+	L3	LINE/CR1	2657	2963	(1136)	51	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
318	34.2	9.2	1.5	Md_NC_077228.1.fa	41667	41850	(8151)	+	L3	LINE/CR1	3207	3404	(695)	51	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
1080	25.8	9.2	2.0	Md_NC_077228.1.fa	42934	43312	(6689)	+	L5	LINE/RTE-X	1858	2263	(0)	52	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
429	37.0	0.7	0.0	Md_NC_077228.1.fa	43479	43613	(6388)	C	MIRc	SINE/MIR	(116)	152	17	53	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
673	29.2	3.0	1.0	Md_NC_077228.1.fa	45201	45397	(4604)	+	MIR3	SINE/MIR	5	205	(3)	54	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
352	25.0	12.3	1.5	Md_NC_077228.1.fa	45652	45773	(4228)	+	MIRc	SINE/MIR	11	145	(123)	55	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
698	27.0	0.6	0.6	Md_NC_077228.1.fa	47891	48065	(1936)	C	MamRep605b	LTR	(66)	835	661	56	Opossum_foc.fasta.out	Opossum	46753387	47259179	LTR
638	28.2	0.7	0.0	Md_NC_077228.1.fa	48137	48278	(1723)	+	MIRc	SINE/MIR	8	150	(118)	57	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
232	15.2	6.5	0.0	Md_NC_077228.1.fa	48288	48333	(1668)	+	Plat_L3	LINE/CR1	3525	3573	(0)	58	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
419	33.9	6.3	2.2	Md_NC_077228.1.fa	48348	48570	(1431)	C	MamRep605b	LTR	(320)	581	350	56	Opossum_foc.fasta.out	Opossum	46753387	47259179	LTR
204	31.4	7.0	0.0	Md_NC_077228.1.fa	49262	49347	(654)	C	MIR3	SINE/MIR	(3)	205	114	59	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
274	30.4	4.3	1.8	Md_NC_077228.1.fa	49534	49697	(304)	+	Plat_L3	LINE/CR1	3402	3569	(4)	60	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
681	35.2	10.5	1.1	Ga_NC_058133.1.fa	182	600	(49401)	C	L2d	LINE/L2	(21)	3404	2947	1	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
260	32.5	1.2	0.0	Ga_NC_058133.1.fa	620	699	(49302)	C	L2d	LINE/L2	(549)	2870	2790	1	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
478	36.8	2.1	2.1	Ga_NC_058133.1.fa	920	1158	(48843)	C	L2d	LINE/L2	(926)	2493	2255	1	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
213	27.6	1.7	0.0	Ga_NC_058133.1.fa	1722	1779	(48222)	+	L2d	LINE/L2	3100	3158	(267)	2	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
847	23.4	3.0	10.8	Ga_NC_058133.1.fa	1902	2169	(47832)	+	MIRb	SINE/MIR	13	261	(7)	3	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
231	34.1	3.7	0.0	Ga_NC_058133.1.fa	2227	2308	(47693)	+	L2d	LINE/L2	3341	3425	(0)	2	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
404	26.3	4.6	2.9	Ga_NC_058133.1.fa	3270	3599	(46402)	C	L1MEj	LINE/L1	(3739)	2407	2067	4	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
259	28.8	21.7	1.8	Ga_NC_058133.1.fa	4160	4297	(45704)	C	MIRc	SINE/MIR	(76)	192	28	5	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
234	27.6	14.5	0.0	Ga_NC_058133.1.fa	4680	4755	(45246)	+	MIR3	SINE/MIR	104	190	(18)	6	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
378	22.6	4.8	1.7	Ga_NC_058133.1.fa	5934	6068	(43933)	C	MIR	SINE/MIR	(131)	137	2	7	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
599	33.7	2.9	0.8	Ga_NC_058133.1.fa	6075	6418	(43583)	C	L1M5	LINE/L1	(464)	5660	5310	8	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
532	25.7	15.5	2.4	Ga_NC_058133.1.fa	6798	7016	(42985)	C	MIRc	SINE/MIR	(0)	268	22	9	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
734	29.6	6.4	1.3	Ga_NC_058133.1.fa	7450	7668	(42333)	C	L3	LINE/CR1	(69)	4030	3801	10	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
325	27.5	8.9	2.3	Ga_NC_058133.1.fa	7701	7823	(42178)	+	MIRc	SINE/MIR	10	140	(128)	11	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
495	20.4	8.3	6.8	Ga_NC_058133.1.fa	8009	8154	(41847)	+	MIRc	SINE/MIR	71	223	(45)	12	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
425	25.9	5.6	0.0	Ga_NC_058133.1.fa	8304	8411	(41590)	C	L2a	LINE/L2	(9)	3417	3304	13	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
315	18.7	8.6	1.1	Ga_NC_058133.1.fa	10992	11072	(38929)	C	L2a	LINE/L2	(4)	3422	3336	14	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
353	37.9	16.9	0.0	Ga_NC_058133.1.fa	13138	13450	(36551)	C	L2d	LINE/L2	(4)	3460	3061	15	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
358	26.5	6.8	3.7	Ga_NC_058133.1.fa	13738	13908	(36093)	C	MIR3	SINE/MIR	(21)	187	9	16	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
216	37.2	6.8	1.5	Ga_NC_058133.1.fa	14099	14289	(35712)	+	L2	LINE/L2	2567	2767	(652)	17	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
253	25.6	2.3	1.1	Ga_NC_058133.1.fa	15089	15175	(34826)	C	MamRep434	DNA/TcMar-Tigger	(6)	420	333	18	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
404	28.1	3.8	9.7	Ga_NC_058133.1.fa	15176	15360	(34641)	C	L2c	LINE/L2	(7)	3380	3206	19	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
202	31.9	3.1	4.1	Ga_NC_058133.1.fa	16556	16653	(33348)	C	L2	LINE/L2	(2422)	997	901	20	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
398	28.6	12.4	2.8	Ga_NC_058133.1.fa	16676	16869	(33132)	+	MIRc	SINE/MIR	43	254	(14)	21	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
267	35.0	3.6	2.4	Ga_NC_058133.1.fa	17071	17237	(32764)	C	L2	LINE/L2	(2851)	568	400	20	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
283	37.2	5.8	3.8	Ga_NC_058133.1.fa	17611	17920	(32081)	C	L2c	LINE/L2	(449)	2970	2655	19	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
238	37.3	5.3	5.6	Ga_NC_058133.1.fa	17988	18345	(31656)	+	L2c	LINE/L2	783	1139	(2280)	22	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
608	34.8	15.3	1.8	Ga_NC_058133.1.fa	18373	19331	(30670)	+	L2c	LINE/L2	1223	2308	(1111)	22	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
358	26.4	0.0	6.1	Ga_NC_058133.1.fa	19416	19536	(30465)	C	MIRc	SINE/MIR	(153)	115	2	23	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
389	27.7	0.0	2.7	Ga_NC_058133.1.fa	19621	19735	(30266)	C	MIRc	SINE/MIR	(153)	115	4	24	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
734	37.1	6.7	2.9	Ga_NC_058133.1.fa	19737	20573	(29428)	+	L2c	LINE/L2	2317	3192	(272)	22	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
230	32.5	1.2	2.4	Ga_NC_058133.1.fa	20585	20669	(29332)	+	L2c	LINE/L2	3271	3354	(33)	22	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
378	29.7	3.0	7.3	Ga_NC_058133.1.fa	20706	20905	(29096)	+	L3	LINE/CR1	3734	3925	(174)	25	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
266	34.2	3.8	1.9	Ga_NC_058133.1.fa	20908	21065	(28936)	+	Plat_L3	LINE/CR1	3402	3562	(11)	26	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
320	12.8	1.7	10.6	Ga_NC_058133.1.fa	22229	22328	(27673)	+	MIR	SINE/MIR	91	193	(75)	27	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
260	31.9	6.7	1.7	Ga_NC_058133.1.fa	22348	22478	(27523)	C	L2a	LINE/L2	(5)	3421	3285	28	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
307	26.3	8.1	0.0	Ga_NC_058133.1.fa	22465	22563	(27438)	+	L2a	LINE/L2	3320	3426	(0)	29	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
283	34.9	4.6	3.0	Ga_NC_058133.1.fa	22706	22835	(27166)	C	MamRTE1	LINE/RTE-BovB	(1531)	2281	2150	30	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
343	27.0	17.4	0.7	Ga_NC_058133.1.fa	23112	23274	(26727)	+	MIRb	SINE/MIR	19	203	(5)	31	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
415	19.0	17.3	0.7	Ga_NC_058133.1.fa	23466	23592	(26409)	C	MIRc	SINE/MIR	(3)	265	118	32	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
413	29.0	12.2	2.8	Ga_NC_058133.1.fa	28313	28493	(21508)	C	MIR3	SINE/MIR	(3)	205	9	33	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
459	28.3	0.7	2.7	Ga_NC_058133.1.fa	28545	28693	(21308)	+	L3	LINE/CR1	2696	2841	(1258)	34	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
494	33.0	0.6	4.0	Ga_NC_058133.1.fa	28744	28926	(21075)	C	L3	LINE/CR1	(1168)	2931	2755	35	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
259	24.6	0.0	1.5	Ga_NC_058133.1.fa	28955	29020	(20981)	C	CR1-12_AMi	LINE/CR1	(112)	502	438	36	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
297	28.6	0.2	13.1	Ga_NC_058133.1.fa	29316	29442	(20559)	C	MIRc	SINE/MIR	(0)	268	145	37	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
671	19.3	0.7	2.6	Ga_NC_058133.1.fa	29736	29889	(20112)	+	Charlie4	DNA/hAT-Charlie	3228	3378	(0)	38	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
301	7.7	0.0	0.0	Ga_NC_058133.1.fa	29938	29976	(20025)	C	EutTc1-N2	DNA/TcMar-Tc1	(338)	40	2	39	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
423	15.3	25.6	0.6	Ga_NC_058133.1.fa	30473	30597	(19404)	C	Charlie4a	DNA/hAT-Charlie	(1)	507	352	40	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
483	30.7	2.7	0.7	Ga_NC_058133.1.fa	31561	31726	(18275)	+	MIR3	SINE/MIR	11	176	(32)	41	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
497	27.7	5.4	0.0	Ga_NC_058133.1.fa	32191	32320	(17681)	+	MIRc	SINE/MIR	10	146	(122)	42	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
391	24.6	7.6	10.7	Ga_NC_058133.1.fa	32449	32653	(17348)	C	MIR3	SINE/MIR	(2)	206	9	43	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
785	33.6	3.8	2.5	Ga_NC_058133.1.fa	32732	33241	(16760)	+	L2d2	LINE/L2	2663	3126	(338)	44	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
213	34.1	5.6	2.1	Ga_NC_058133.1.fa	33294	33383	(16618)	C	L3b	LINE/CR1	(580)	4652	4560	45	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
241	35.2	5.6	0.0	Ga_NC_058133.1.fa	33475	33599	(16402)	C	Plat_L3	LINE/CR1	(796)	2777	2646	46	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
466	30.6	11.0	0.0	Ga_NC_058133.1.fa	33775	33947	(16054)	C	MIRc	SINE/MIR	(75)	193	2	47	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
232	25.0	5.0	0.0	Ga_NC_058133.1.fa	34102	34161	(15840)	C	Charlie4	DNA/hAT-Charlie	(0)	3378	3316	48	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
373	17.9	1.3	0.0	Ga_NC_058133.1.fa	34184	34261	(15740)	C	Charlie4a	DNA/hAT-Charlie	(378)	130	52	40	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
231	38.0	8.0	2.2	Ga_NC_058133.1.fa	34852	35026	(14975)	C	Tigger19a	DNA/TcMar-Tigger	(135)	188	4	49	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
280	10.0	0.0	0.0	Ga_NC_058133.1.fa	35374	35413	(14588)	+	EutTc1-N2	DNA/TcMar-Tc1	1	40	(338)	50	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
243	16.3	2.0	2.0	Ga_NC_058133.1.fa	35443	35492	(14509)	+	EutTc1-N1	DNA/TcMar-Tc1	539	588	(0)	51	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
202	28.8	3.0	1.5	Ga_NC_058133.1.fa	35502	35568	(14433)	C	MIR3	SINE/MIR	(6)	202	135	52	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
242	24.5	2.2	8.3	Ga_NC_058133.1.fa	35922	36010	(13991)	C	Charlie4a	DNA/hAT-Charlie	(1)	507	424	53	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
435	25.4	6.3	0.8	Ga_NC_058133.1.fa	36005	36131	(13870)	C	Charlie4a	DNA/hAT-Charlie	(368)	140	7	53	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
544	19.1	0.0	3.6	Ga_NC_058133.1.fa	36710	36823	(13178)	C	UCON33	DNA/TcMar-Tigger	(4)	316	207	54	Agilis_foc.fasta.out	Agilis	46362259	46820989	"Other
repeat"
478	26.5	11.4	4.1	Ga_NC_058133.1.fa	36831	37035	(12966)	+	MIRc	SINE/MIR	2	205	(3)	55	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
308	26.2	2.4	2.4	Ga_NC_058133.1.fa	38041	38122	(11879)	C	MIR3	SINE/MIR	(0)	208	127	56	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
299	35.7	0.7	4.5	Ga_NC_058133.1.fa	38794	38931	(11070)	C	MIRc	SINE/MIR	(46)	222	90	57	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
530	32.0	10.9	1.8	Ga_NC_058133.1.fa	39037	39449	(10552)	C	Mam_R4	LINE/Dong-R4	(135)	3674	3225	58	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
652	28.9	0.0	5.4	Ga_NC_058133.1.fa	40127	40320	(9681)	C	MIR3	SINE/MIR	(21)	187	4	59	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
340	32.5	17.4	1.1	Ga_NC_058133.1.fa	40944	41173	(8828)	C	L2d	LINE/L2	(25)	3400	3134	60	Agilis_foc.fasta.out	Agilis	46362259	46820989	LINE/L2
927	28.6	0.9	3.6	Ga_NC_058133.1.fa	41192	41507	(8494)	+	L3	LINE/CR1	2656	2963	(1136)	61	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
225	36.2	9.2	1.5	Ga_NC_058133.1.fa	41590	41774	(8227)	+	L3	LINE/CR1	3207	3405	(694)	61	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
1169	24.8	7.5	2.3	Ga_NC_058133.1.fa	42861	43235	(6766)	+	L5	LINE/RTE-X	1870	2263	(0)	62	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
410	33.3	1.6	1.6	Ga_NC_058133.1.fa	43412	43539	(6462)	C	MIRc	SINE/MIR	(124)	144	17	63	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
658	31.9	0.0	1.1	Ga_NC_058133.1.fa	45121	45307	(4694)	+	MIR3	SINE/MIR	3	187	(21)	64	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
376	27.3	8.2	0.0	Ga_NC_058133.1.fa	45575	45684	(4317)	+	MIRb	SINE/MIR	12	130	(138)	65	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
207	18.6	0.0	2.3	Ga_NC_058133.1.fa	47788	47831	(2170)	+	L3	LINE/CR1	4056	4098	(1)	66	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
676	28.2	0.6	0.6	Ga_NC_058133.1.fa	47842	48016	(1985)	C	MamRep605b	LTR	(66)	835	661	67	Agilis_foc.fasta.out	Agilis	46362259	46820989	LTR
771	27.6	1.1	1.1	Ga_NC_058133.1.fa	48100	48286	(1715)	+	MIR3	SINE/MIR	20	206	(2)	68	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
220	27.3	9.3	2.2	Ga_NC_058133.1.fa	49224	49309	(692)	C	MIR3	SINE/MIR	(3)	205	114	69	Agilis_foc.fasta.out	Agilis	46362259	46820989	SINE
338	29.2	4.3	1.8	Ga_NC_058133.1.fa	49496	49659	(342)	+	Plat_L3	LINE/CR1	3402	3569	(4)	70	Agilis_foc.fasta.out	Agilis	46362259	46820989	Oth. LINE
